State,District,Nitrogen,Phosphorus,Potassium,Soil_pH,Organic_Carbon,Electrical_Conductivity,Soil_Moisture,Soil_Type
Andhra Pradesh,Guntur,65.6,42.2,45.9,5.84,0.7,0.97,42.0,Sandy
Andhra Pradesh,Guntur,55.6,56.2,45.2,5.92,0.5,1.24,58.6,Sandy
Andhra Pradesh,Guntur,92.8,45.1,56.9,7.06,0.52,1.29,54.9,Loamy
Andhra Pradesh,Guntur,68.7,52.6,48.8,6.62,0.71,2.01,42.4,Alluvial
Andhra Pradesh,Guntur,56.3,57.8,22.0,6.25,0.57,1.31,56.6,Laterite
Andhra Pradesh,Guntur,97.4,28.1,55.6,6.47,0.55,1.24,33.0,Laterite
Andhra Pradesh,Guntur,64.7,52.4,57.1,6.29,0.55,1.46,20.1,Loamy
Andhra Pradesh,Guntur,45.6,48.4,49.2,7.21,1.09,1.03,34.9,Loamy
Andhra Pradesh,Guntur,60.1,57.7,34.8,6.55,0.73,1.56,42.7,Loamy
Andhra Pradesh,Guntur,70.3,32.5,22.4,6.71,0.6,1.54,50.1,Black
Andhra Pradesh,Guntur,66.4,39.7,33.6,5.96,0.64,0.73,62.0,Sandy
Andhra Pradesh,Guntur,32.5,37.2,41.0,6.36,0.69,1.26,56.8,Laterite
Andhra Pradesh,Guntur,59.1,27.1,41.1,5.99,0.55,1.33,32.9,Alluvial
Andhra Pradesh,Guntur,67.9,52.0,58.6,6.91,0.62,1.71,26.3,Alluvial
Andhra Pradesh,Guntur,41.2,47.8,37.6,6.32,0.7,0.77,29.8,Clayey
Andhra Pradesh,Guntur,30.7,51.1,44.3,5.63,0.86,1.36,24.3,Black
Andhra Pradesh,Guntur,43.7,47.1,58.4,7.21,0.75,1.12,36.7,Clayey
Andhra Pradesh,Guntur,57.7,50.7,44.9,6.78,0.54,1.11,32.8,Alluvial
Andhra Pradesh,Guntur,68.2,60.4,17.4,6.82,0.55,0.91,77.1,Sandy
Andhra Pradesh,Guntur,53.7,57.5,5.0,5.79,0.61,0.59,54.0,Alluvial
Andhra Pradesh,Guntur,66.3,39.1,50.8,7.24,0.64,1.18,41.6,Sandy
Andhra Pradesh,Guntur,64.8,51.6,32.7,6.91,0.56,1.25,46.6,Laterite
Andhra Pradesh,Guntur,82.6,37.0,52.8,6.84,0.53,1.1,40.0,Sandy
Andhra Pradesh,Guntur,65.1,48.5,30.9,6.17,0.57,1.35,22.1,Red
Andhra Pradesh,Guntur,60.4,25.8,21.8,6.89,0.88,1.22,34.5,Loamy
Andhra Pradesh,Guntur,69.6,40.3,65.3,6.71,0.48,1.6,54.3,Alluvial
Andhra Pradesh,Guntur,69.3,30.7,40.3,6.06,0.78,1.14,40.1,Alluvial
Andhra Pradesh,Guntur,82.1,50.1,67.2,7.95,0.65,1.49,80.5,Black
Andhra Pradesh,Guntur,47.6,31.0,55.0,6.49,0.53,1.35,34.4,Sandy
Andhra Pradesh,Guntur,32.2,52.0,42.9,6.3,0.27,1.58,41.5,Alluvial
Andhra Pradesh,Guntur,39.6,29.9,41.4,5.9,0.96,1.38,59.5,Laterite
Andhra Pradesh,Guntur,97.9,43.7,40.3,5.58,0.67,1.4,43.7,Laterite
Andhra Pradesh,Guntur,59.7,42.4,80.6,6.89,0.62,1.33,14.7,Loamy
Andhra Pradesh,Guntur,70.7,48.3,45.7,6.28,0.68,0.91,39.5,Sandy
Andhra Pradesh,Guntur,18.3,45.8,62.7,7.21,0.75,1.12,59.4,Black
Andhra Pradesh,Guntur,50.8,46.6,43.5,7.37,0.58,1.37,35.5,Loamy
Andhra Pradesh,Guntur,93.5,54.7,51.7,6.74,0.62,0.97,60.8,Loamy
Andhra Pradesh,Guntur,41.8,53.6,35.8,7.06,0.61,1.42,45.1,Laterite
Andhra Pradesh,Guntur,54.8,64.7,37.2,7.05,0.48,1.15,30.7,Black
Andhra Pradesh,Guntur,60.0,24.1,47.4,5.92,0.87,0.76,45.9,Black
Andhra Pradesh,Guntur,15.7,29.3,50.3,7.09,0.58,1.19,68.3,Laterite
Andhra Pradesh,Guntur,82.9,40.4,56.2,6.48,0.52,0.98,48.7,Alluvial
Andhra Pradesh,Guntur,27.6,65.0,39.7,6.81,0.67,1.43,36.3,Red
Andhra Pradesh,Guntur,63.5,56.9,35.1,5.95,0.76,1.17,57.5,Red
Andhra Pradesh,Guntur,67.1,58.4,25.5,6.27,0.46,1.33,63.4,Red
Andhra Pradesh,Guntur,51.4,40.9,36.3,6.23,0.48,0.97,54.0,Loamy
Andhra Pradesh,Guntur,47.2,28.5,20.5,5.96,0.67,0.89,33.7,Alluvial
Andhra Pradesh,Guntur,58.1,72.7,59.2,6.43,0.62,0.99,29.4,Sandy
Andhra Pradesh,Guntur,57.0,50.0,35.3,6.86,0.89,0.87,49.8,Sandy
Andhra Pradesh,Guntur,72.0,60.8,61.5,5.42,0.38,1.16,55.6,Sandy
Andhra Pradesh,Guntur,52.4,52.4,43.5,6.24,0.71,0.92,43.5,Red
Andhra Pradesh,Guntur,22.1,25.6,54.5,6.41,0.76,1.01,20.2,Sandy
Andhra Pradesh,Guntur,61.9,68.7,44.6,6.3,0.52,1.01,55.7,Black
Andhra Pradesh,Guntur,69.4,39.2,60.7,7.0,0.26,1.43,31.7,Laterite
Andhra Pradesh,Guntur,24.9,31.1,49.8,5.65,0.35,1.42,66.5,Red
Andhra Pradesh,Guntur,57.4,44.7,29.4,6.25,0.54,0.81,27.3,Laterite
Andhra Pradesh,Guntur,83.7,37.8,47.9,7.71,0.59,1.45,57.0,Alluvial
Andhra Pradesh,Guntur,40.1,62.2,42.2,6.34,0.66,1.29,30.7,Sandy
Andhra Pradesh,Guntur,41.4,57.4,28.7,7.18,0.91,1.29,44.9,Black
Andhra Pradesh,Guntur,22.8,59.1,19.2,6.4,0.54,1.52,26.5,Black
Andhra Pradesh,Guntur,44.4,70.3,37.0,6.49,0.5,1.19,42.4,Black
Andhra Pradesh,Guntur,44.5,47.5,28.0,7.42,0.48,0.49,25.5,Black
Andhra Pradesh,Guntur,67.7,64.5,37.2,5.93,0.55,1.22,28.9,Loamy
Andhra Pradesh,Guntur,44.0,48.9,7.1,6.28,0.7,1.16,46.7,Red
Andhra Pradesh,Guntur,44.4,34.1,33.8,7.49,0.84,1.72,39.5,Alluvial
Andhra Pradesh,Guntur,51.7,37.5,29.2,6.49,0.62,0.95,27.8,Loamy
Andhra Pradesh,Guntur,57.8,47.7,48.8,6.82,0.55,1.34,49.7,Black
Andhra Pradesh,Guntur,64.8,52.1,49.3,5.65,0.91,0.84,20.5,Black
Andhra Pradesh,Guntur,5.0,25.5,35.3,5.97,0.67,1.07,46.3,Clayey
Andhra Pradesh,Guntur,79.8,53.9,45.1,5.99,0.68,1.44,36.2,Alluvial
Andhra Pradesh,Guntur,62.4,44.3,16.7,5.72,0.55,1.36,33.5,Clayey
Andhra Pradesh,Guntur,60.4,44.8,35.7,5.94,0.78,1.08,47.3,Laterite
Andhra Pradesh,Guntur,59.9,47.6,39.7,7.34,0.46,1.57,53.7,Laterite
Andhra Pradesh,Guntur,57.4,43.6,19.8,6.84,0.55,1.19,51.7,Laterite
Andhra Pradesh,Guntur,98.9,70.7,55.8,6.17,0.62,1.16,33.7,Laterite
Andhra Pradesh,Guntur,69.5,62.1,41.1,6.52,0.47,1.65,47.0,Red
Andhra Pradesh,Guntur,58.0,36.3,55.5,7.05,0.66,1.47,56.4,Laterite
Andhra Pradesh,Guntur,62.3,64.9,81.5,6.78,0.73,1.42,45.4,Sandy
Andhra Pradesh,Guntur,83.3,19.8,39.8,6.98,0.7,1.16,29.3,Red
Andhra Pradesh,Guntur,46.6,36.3,22.0,5.93,0.79,1.27,25.6,Black
Andhra Pradesh,Guntur,73.7,22.3,50.0,5.66,0.8,0.8,12.9,Clayey
Andhra Pradesh,Guntur,54.9,22.5,46.8,6.21,0.87,1.26,47.6,Clayey
Andhra Pradesh,Guntur,55.9,43.5,42.8,6.05,0.67,1.3,32.6,Alluvial
Andhra Pradesh,Guntur,91.7,43.5,20.1,6.03,0.6,1.03,46.7,Alluvial
Andhra Pradesh,Guntur,75.0,60.5,35.5,7.28,0.66,0.53,52.1,Laterite
Andhra Pradesh,Guntur,50.5,34.2,34.9,6.52,0.88,1.09,50.8,Red
Andhra Pradesh,Guntur,82.0,78.8,40.1,5.63,0.56,1.06,31.7,Alluvial
Andhra Pradesh,Guntur,61.2,42.9,21.7,6.84,0.64,1.18,46.4,Alluvial
Andhra Pradesh,Guntur,64.4,34.5,27.8,6.23,0.56,0.73,64.9,Clayey
Andhra Pradesh,Guntur,62.6,76.6,27.4,6.05,0.54,1.23,46.7,Sandy
Andhra Pradesh,Guntur,44.6,56.2,18.7,6.63,0.76,1.5,24.5,Red
Andhra Pradesh,Guntur,68.3,55.1,41.9,6.19,0.58,1.27,45.7,Black
Andhra Pradesh,Guntur,78.1,27.6,52.4,7.11,0.32,1.61,53.4,Red
Andhra Pradesh,Guntur,49.5,47.4,21.5,6.7,0.64,1.16,57.7,Alluvial
Andhra Pradesh,Guntur,46.3,36.7,29.7,7.02,0.68,1.56,62.9,Red
Andhra Pradesh,Guntur,66.1,52.3,34.6,6.67,0.6,1.33,48.8,Loamy
Andhra Pradesh,Guntur,104.3,48.5,34.0,7.22,0.58,1.41,64.9,Red
Andhra Pradesh,Guntur,79.0,39.0,37.1,5.49,0.46,1.33,60.1,Black
Andhra Pradesh,Guntur,73.7,35.4,32.9,5.05,0.86,1.3,53.6,Red
Andhra Pradesh,Guntur,57.8,54.5,39.8,7.25,0.69,1.43,55.8,Black
Andhra Pradesh,Guntur,88.1,59.0,76.4,7.97,0.52,0.98,54.1,Red
Andhra Pradesh,Guntur,54.3,42.7,39.1,6.73,0.65,1.16,64.6,Black
Andhra Pradesh,Guntur,71.3,49.0,64.6,6.23,0.86,1.27,33.4,Loamy
Andhra Pradesh,Guntur,53.0,70.4,58.6,6.19,0.74,1.46,41.4,Black
Andhra Pradesh,Guntur,47.1,60.1,20.0,7.63,0.68,1.81,72.9,Clayey
Andhra Pradesh,Guntur,43.7,20.2,44.1,6.74,0.89,1.77,21.6,Alluvial
Andhra Pradesh,Guntur,56.6,28.7,30.8,6.81,0.64,1.26,32.8,Alluvial
Andhra Pradesh,Guntur,68.0,32.9,58.9,6.38,0.83,0.99,23.2,Sandy
Andhra Pradesh,Guntur,51.2,32.9,49.9,6.89,0.89,0.73,58.5,Laterite
Andhra Pradesh,Guntur,85.1,66.6,21.0,5.9,0.63,0.55,45.3,Laterite
Andhra Pradesh,Guntur,83.7,49.9,45.9,6.42,0.76,1.47,46.7,Red
Andhra Pradesh,Guntur,68.8,39.5,26.9,5.96,0.68,1.37,54.6,Laterite
Andhra Pradesh,Guntur,28.9,47.3,21.7,7.1,0.73,1.42,44.0,Red
Andhra Pradesh,Guntur,59.4,35.5,51.4,6.52,0.43,0.56,49.5,Clayey
Andhra Pradesh,Guntur,43.4,57.2,33.3,6.56,0.51,1.49,30.8,Red
Andhra Pradesh,Guntur,79.5,66.1,41.1,7.77,0.68,1.6,44.6,Clayey
Andhra Pradesh,Guntur,76.8,28.2,10.0,7.5,0.72,1.36,67.3,Sandy
Andhra Pradesh,Guntur,69.5,58.9,66.3,6.53,0.64,1.35,47.6,Loamy
Andhra Pradesh,Guntur,59.0,39.2,32.0,6.22,0.87,1.33,43.7,Sandy
Andhra Pradesh,Guntur,62.5,46.0,10.9,7.2,0.51,1.37,46.0,Alluvial
Andhra Pradesh,Guntur,64.0,42.1,40.0,7.29,0.71,1.36,42.5,Sandy
Andhra Pradesh,Guntur,64.3,48.5,23.7,6.55,0.74,1.18,43.5,Loamy
Andhra Pradesh,Guntur,22.3,29.3,40.6,6.65,0.78,0.45,67.6,Black
Andhra Pradesh,Guntur,55.5,34.9,34.7,5.84,0.77,0.72,65.8,Laterite
Andhra Pradesh,Guntur,41.3,45.7,51.2,6.56,0.63,1.02,26.0,Black
Andhra Pradesh,Guntur,42.1,38.6,40.2,5.46,0.57,1.44,37.6,Sandy
Andhra Pradesh,Guntur,45.3,33.5,22.2,6.36,0.55,0.36,43.8,Alluvial
Andhra Pradesh,Guntur,75.3,47.2,37.7,6.5,0.64,1.14,52.8,Red
Andhra Pradesh,Guntur,68.9,51.5,41.6,6.13,0.69,0.99,65.6,Alluvial
Andhra Pradesh,Guntur,55.4,23.1,27.2,7.02,0.77,1.19,36.6,Red
Andhra Pradesh,Guntur,63.0,55.3,5.0,7.59,0.63,1.47,44.1,Laterite
Andhra Pradesh,Guntur,72.6,53.8,46.4,6.21,0.46,1.1,5.0,Laterite
Andhra Pradesh,Guntur,82.8,37.1,69.5,7.38,0.71,0.98,53.8,Loamy
Andhra Pradesh,Guntur,38.3,38.7,43.0,7.32,0.82,0.72,33.2,Alluvial
Andhra Pradesh,Guntur,86.0,46.8,30.1,5.96,0.36,1.76,28.5,Clayey
Andhra Pradesh,Guntur,97.5,44.5,11.4,6.28,0.66,0.82,41.4,Black
Andhra Pradesh,Guntur,55.5,33.0,26.5,6.87,0.78,1.1,38.5,Laterite
Andhra Pradesh,Guntur,32.6,47.2,33.7,7.0,0.5,0.84,35.5,Loamy
Andhra Pradesh,Guntur,70.4,67.8,37.9,5.72,0.26,1.15,48.5,Alluvial
Andhra Pradesh,Guntur,57.0,61.3,73.2,7.12,0.66,1.41,45.2,Clayey
Andhra Pradesh,Guntur,23.3,55.8,31.0,5.91,0.57,0.91,41.0,Black
Andhra Pradesh,Guntur,89.0,49.3,45.0,7.57,0.44,0.68,16.1,Black
Andhra Pradesh,Guntur,43.0,28.4,33.8,6.02,0.63,1.33,71.3,Laterite
Andhra Pradesh,Guntur,53.9,42.8,37.0,6.71,0.62,1.23,37.4,Red
Andhra Pradesh,Guntur,67.0,37.4,17.5,6.5,0.54,1.26,56.0,Loamy
Andhra Pradesh,Guntur,27.4,34.2,56.0,6.79,0.68,1.31,55.8,Sandy
Andhra Pradesh,Guntur,28.9,50.7,38.2,7.5,0.52,0.99,48.6,Red
Andhra Pradesh,Guntur,70.4,29.2,34.9,6.35,0.82,1.24,59.3,Loamy
Andhra Pradesh,Guntur,71.1,29.6,31.7,6.74,0.6,1.16,50.8,Loamy
Andhra Pradesh,Guntur,36.7,36.4,59.1,6.72,0.74,1.12,49.4,Clayey
Andhra Pradesh,Guntur,50.5,33.7,40.7,5.33,0.84,1.18,37.6,Loamy
Andhra Pradesh,Guntur,42.9,31.1,58.8,5.98,0.75,1.0,26.0,Alluvial
Andhra Pradesh,Guntur,72.1,55.7,45.9,6.66,0.58,1.3,18.1,Red
Andhra Pradesh,Guntur,105.0,38.3,38.1,6.63,0.67,0.44,42.5,Clayey
Andhra Pradesh,Guntur,95.4,40.7,39.6,7.81,0.76,0.92,45.4,Red
Andhra Pradesh,Guntur,29.0,27.4,37.2,6.42,0.78,0.84,42.2,Loamy
Andhra Pradesh,Guntur,46.6,48.9,41.1,6.24,0.74,1.35,27.0,Black
Andhra Pradesh,Guntur,80.4,21.1,35.3,6.66,0.81,1.35,36.6,Sandy
Andhra Pradesh,Guntur,38.3,45.7,36.6,6.2,0.78,1.42,75.7,Black
Andhra Pradesh,Guntur,87.9,24.7,5.0,7.55,0.8,0.89,32.7,Red
Andhra Pradesh,Guntur,60.9,50.0,17.4,6.83,0.53,1.34,50.6,Black
Andhra Pradesh,Guntur,94.3,46.8,42.6,6.49,0.78,1.58,55.7,Loamy
Andhra Pradesh,Guntur,64.9,56.1,35.0,6.36,0.45,1.82,81.4,Alluvial
Andhra Pradesh,Guntur,73.0,64.1,50.0,6.18,0.93,1.12,58.7,Clayey
Andhra Pradesh,Guntur,48.5,20.9,49.8,5.95,0.77,1.43,47.9,Sandy
Andhra Pradesh,Visakhapatnam,34.9,45.0,52.7,5.49,0.74,1.8,54.6,Alluvial
Andhra Pradesh,Visakhapatnam,28.9,30.0,61.5,6.65,0.68,1.47,49.4,Laterite
Andhra Pradesh,Visakhapatnam,43.6,31.4,26.7,6.18,0.62,1.51,46.3,Laterite
Andhra Pradesh,Visakhapatnam,69.7,58.3,43.0,7.32,0.57,1.46,29.4,Red
Andhra Pradesh,Visakhapatnam,63.1,68.6,22.1,5.93,0.39,1.23,16.0,Black
Andhra Pradesh,Visakhapatnam,64.5,21.3,36.0,8.42,0.54,1.24,62.9,Red
Andhra Pradesh,Visakhapatnam,95.3,44.7,31.9,7.48,0.77,1.22,66.4,Alluvial
Andhra Pradesh,Visakhapatnam,86.4,58.7,47.2,6.23,0.53,1.38,35.4,Alluvial
Andhra Pradesh,Visakhapatnam,65.3,31.2,18.4,7.59,0.44,1.01,44.7,Loamy
Andhra Pradesh,Visakhapatnam,18.4,49.8,23.9,6.27,0.44,1.53,51.1,Loamy
Andhra Pradesh,Visakhapatnam,67.1,43.7,52.2,6.76,0.59,0.64,67.5,Laterite
Andhra Pradesh,Visakhapatnam,46.3,37.7,22.1,6.78,0.67,1.49,55.7,Loamy
Andhra Pradesh,Visakhapatnam,53.7,37.9,64.6,5.99,0.77,1.03,26.8,Red
Andhra Pradesh,Visakhapatnam,53.4,34.4,33.2,6.91,0.63,0.91,53.1,Sandy
Andhra Pradesh,Visakhapatnam,43.4,56.9,8.8,6.67,0.39,0.63,51.2,Alluvial
Andhra Pradesh,Visakhapatnam,35.8,54.9,30.3,6.3,0.45,1.28,5.0,Sandy
Andhra Pradesh,Visakhapatnam,65.1,41.7,32.5,5.78,0.7,1.24,35.3,Sandy
Andhra Pradesh,Visakhapatnam,70.5,45.0,30.7,6.15,0.6,1.02,43.0,Laterite
Andhra Pradesh,Visakhapatnam,31.4,52.1,52.8,6.64,0.9,1.32,65.7,Laterite
Andhra Pradesh,Visakhapatnam,6.7,47.7,59.0,6.57,0.67,0.89,12.8,Laterite
Andhra Pradesh,Visakhapatnam,66.4,42.1,58.9,6.05,0.74,1.22,51.9,Alluvial
Andhra Pradesh,Visakhapatnam,53.3,48.4,59.5,6.27,0.52,1.16,35.9,Loamy
Andhra Pradesh,Visakhapatnam,60.5,28.1,58.1,6.73,0.69,1.46,44.7,Black
Andhra Pradesh,Visakhapatnam,49.3,53.2,45.9,6.33,0.67,1.68,48.6,Laterite
Andhra Pradesh,Visakhapatnam,52.2,41.3,56.2,6.67,0.45,1.59,55.2,Black
Andhra Pradesh,Visakhapatnam,72.2,33.4,17.5,6.83,0.61,1.29,63.4,Loamy
Andhra Pradesh,Visakhapatnam,29.1,55.7,18.0,6.69,0.68,1.55,41.5,Sandy
Andhra Pradesh,Visakhapatnam,19.4,69.7,67.2,6.86,0.71,1.3,21.8,Laterite
Andhra Pradesh,Visakhapatnam,78.4,59.5,44.8,5.82,0.55,1.04,63.2,Red
Andhra Pradesh,Visakhapatnam,64.3,47.4,29.8,6.04,0.8,1.05,48.3,Loamy
Andhra Pradesh,Visakhapatnam,73.5,44.6,57.9,5.73,0.48,1.28,46.4,Sandy
Andhra Pradesh,Visakhapatnam,58.9,39.8,25.8,7.2,0.77,1.39,62.6,Clayey
Andhra Pradesh,Visakhapatnam,66.5,35.0,52.4,7.19,0.48,0.81,37.0,Loamy
Andhra Pradesh,Visakhapatnam,52.0,54.6,30.1,6.02,0.73,1.05,42.9,Sandy
Andhra Pradesh,Visakhapatnam,10.8,40.4,5.0,6.64,0.76,0.79,26.7,Loamy
Andhra Pradesh,Visakhapatnam,26.0,65.5,55.1,6.06,0.42,1.11,45.9,Laterite
Andhra Pradesh,Visakhapatnam,32.0,49.6,51.4,5.64,0.78,1.46,5.0,Laterite
Andhra Pradesh,Visakhapatnam,37.9,42.6,35.6,6.88,0.91,0.84,32.4,Sandy
Andhra Pradesh,Visakhapatnam,73.8,41.3,67.2,5.56,0.64,1.05,59.4,Clayey
Andhra Pradesh,Visakhapatnam,67.1,44.1,37.8,5.84,0.89,1.5,57.0,Black
Andhra Pradesh,Visakhapatnam,88.8,36.0,52.5,6.28,0.66,1.38,40.0,Alluvial
Andhra Pradesh,Visakhapatnam,21.9,55.3,55.7,5.53,0.64,1.8,46.8,Alluvial
Andhra Pradesh,Visakhapatnam,89.6,48.7,29.7,5.92,0.54,1.19,48.9,Loamy
Andhra Pradesh,Visakhapatnam,84.6,19.2,15.8,6.35,0.48,1.49,29.0,Clayey
Andhra Pradesh,Visakhapatnam,58.8,39.5,25.6,6.26,0.76,1.31,60.0,Alluvial
Andhra Pradesh,Visakhapatnam,55.4,61.2,27.5,6.37,0.82,1.14,36.2,Alluvial
Andhra Pradesh,Visakhapatnam,63.8,54.1,46.5,7.74,0.41,0.84,47.7,Black
Andhra Pradesh,Visakhapatnam,78.6,47.4,17.9,4.43,0.71,0.9,43.5,Sandy
Andhra Pradesh,Visakhapatnam,73.4,53.4,22.7,5.86,0.69,1.52,50.3,Clayey
Andhra Pradesh,Visakhapatnam,17.9,33.7,59.4,6.75,0.62,1.33,15.7,Black
Andhra Pradesh,Visakhapatnam,78.9,38.9,65.2,6.14,0.58,0.65,35.0,Sandy
Andhra Pradesh,Visakhapatnam,54.7,23.9,25.8,6.2,0.73,0.99,46.9,Sandy
Andhra Pradesh,Visakhapatnam,37.4,51.9,55.1,7.27,0.43,0.95,67.4,Sandy
Andhra Pradesh,Visakhapatnam,52.4,45.5,51.3,4.86,0.68,1.43,11.9,Red
Andhra Pradesh,Visakhapatnam,72.9,28.4,35.8,7.24,0.45,1.22,42.4,Loamy
Andhra Pradesh,Visakhapatnam,48.7,52.9,38.3,7.2,0.84,1.4,10.6,Laterite
Andhra Pradesh,Visakhapatnam,76.7,50.2,28.7,6.89,0.87,1.35,47.9,Laterite
Andhra Pradesh,Visakhapatnam,26.5,20.3,46.1,6.94,0.41,1.7,39.2,Red
Andhra Pradesh,Visakhapatnam,62.4,54.0,53.7,7.47,0.89,1.48,22.2,Black
Andhra Pradesh,Visakhapatnam,79.1,21.7,34.6,5.82,0.39,1.39,44.8,Black
Andhra Pradesh,Visakhapatnam,73.1,35.0,5.0,6.09,0.75,1.19,58.2,Clayey
Andhra Pradesh,Visakhapatnam,55.6,63.2,36.4,6.77,0.45,1.94,61.6,Alluvial
Andhra Pradesh,Visakhapatnam,85.3,35.1,57.4,6.9,0.67,0.98,49.1,Sandy
Andhra Pradesh,Visakhapatnam,49.8,40.4,28.0,6.63,0.42,0.9,38.3,Red
Andhra Pradesh,Visakhapatnam,71.0,40.9,60.5,6.74,0.51,1.16,30.8,Black
Andhra Pradesh,Visakhapatnam,50.6,57.5,23.1,5.43,0.93,0.9,62.3,Sandy
Andhra Pradesh,Visakhapatnam,73.9,40.9,56.5,6.36,0.74,1.36,45.0,Red
Andhra Pradesh,Visakhapatnam,45.5,63.9,21.3,6.25,0.64,0.85,69.2,Sandy
Andhra Pradesh,Visakhapatnam,49.7,45.8,51.5,5.9,0.71,1.64,35.4,Red
Andhra Pradesh,Visakhapatnam,29.1,49.8,68.1,6.86,0.66,1.3,57.7,Clayey
Andhra Pradesh,Visakhapatnam,56.0,46.3,41.1,6.9,0.37,1.21,49.4,Black
Andhra Pradesh,Visakhapatnam,26.3,38.6,34.2,7.47,0.74,1.5,31.4,Black
Andhra Pradesh,Visakhapatnam,84.4,35.3,21.3,7.02,0.61,1.07,66.4,Clayey
Andhra Pradesh,Visakhapatnam,54.6,44.3,38.5,7.43,0.73,1.19,44.3,Black
Andhra Pradesh,Visakhapatnam,75.8,55.2,25.5,6.37,0.66,0.66,24.0,Sandy
Andhra Pradesh,Visakhapatnam,85.7,41.6,57.2,6.7,0.78,1.27,58.7,Red
Andhra Pradesh,Visakhapatnam,59.7,34.5,61.0,6.56,0.61,1.16,41.7,Laterite
Andhra Pradesh,Visakhapatnam,76.9,41.3,61.8,6.95,0.62,1.01,54.3,Black
Andhra Pradesh,Visakhapatnam,52.8,34.0,50.9,6.28,0.53,0.81,50.9,Alluvial
Andhra Pradesh,Visakhapatnam,49.8,43.7,29.1,5.79,0.59,1.12,57.7,Loamy
Andhra Pradesh,Visakhapatnam,90.7,56.7,55.3,7.18,0.46,0.88,64.8,Sandy
Andhra Pradesh,Visakhapatnam,53.9,31.8,45.5,7.07,0.62,1.69,48.2,Loamy
Andhra Pradesh,Visakhapatnam,76.6,40.4,22.5,7.05,0.51,0.71,44.0,Laterite
Andhra Pradesh,Visakhapatnam,60.5,49.6,20.9,5.98,0.66,1.58,54.9,Sandy
Andhra Pradesh,Visakhapatnam,43.5,46.2,14.0,5.37,0.57,1.22,36.2,Black
Andhra Pradesh,Visakhapatnam,48.4,56.0,58.5,6.63,0.56,1.68,36.2,Loamy
Andhra Pradesh,Visakhapatnam,22.9,30.3,28.1,6.5,0.55,0.94,37.1,Laterite
Andhra Pradesh,Visakhapatnam,46.0,49.6,33.9,5.3,0.68,1.41,49.3,Laterite
Andhra Pradesh,Visakhapatnam,72.0,50.4,32.1,5.65,0.76,0.72,50.6,Black
Andhra Pradesh,Visakhapatnam,51.4,35.2,36.4,6.07,0.81,1.22,30.0,Sandy
Andhra Pradesh,Visakhapatnam,55.7,49.2,40.0,5.84,0.75,1.01,39.9,Black
Andhra Pradesh,Visakhapatnam,29.7,50.5,44.9,6.22,0.69,0.76,42.3,Sandy
Andhra Pradesh,Visakhapatnam,43.3,46.7,66.2,5.78,0.8,1.4,22.7,Laterite
Andhra Pradesh,Visakhapatnam,71.2,22.8,31.7,6.79,0.71,1.28,70.0,Loamy
Andhra Pradesh,Visakhapatnam,63.6,52.9,50.5,5.97,0.49,0.92,44.5,Black
Andhra Pradesh,Visakhapatnam,59.9,21.6,43.0,6.45,0.55,0.9,35.4,Laterite
Andhra Pradesh,Visakhapatnam,59.9,50.9,49.8,6.3,0.68,1.68,44.5,Loamy
Andhra Pradesh,Visakhapatnam,78.8,48.7,17.2,6.3,0.55,0.91,61.1,Sandy
Andhra Pradesh,Visakhapatnam,62.2,34.3,62.7,6.8,0.66,1.28,54.7,Black
Andhra Pradesh,Visakhapatnam,83.9,54.4,26.4,7.05,0.5,1.33,6.6,Black
Andhra Pradesh,Visakhapatnam,56.5,69.6,46.1,6.33,1.01,1.45,38.2,Clayey
Andhra Pradesh,Visakhapatnam,61.7,83.3,64.3,6.74,0.85,1.28,58.3,Alluvial
Andhra Pradesh,Visakhapatnam,33.4,52.0,62.1,6.04,0.75,1.09,37.3,Alluvial
Andhra Pradesh,Visakhapatnam,45.3,41.7,41.6,6.21,0.73,0.71,48.1,Alluvial
Andhra Pradesh,Visakhapatnam,88.0,53.2,58.7,7.37,0.3,1.3,36.2,Red
Andhra Pradesh,Visakhapatnam,82.3,61.4,45.2,5.47,0.72,0.94,33.1,Clayey
Andhra Pradesh,Visakhapatnam,27.3,34.2,25.6,6.38,0.66,0.78,49.7,Clayey
Andhra Pradesh,Visakhapatnam,64.9,59.1,71.7,5.84,0.87,1.48,11.7,Alluvial
Andhra Pradesh,Visakhapatnam,55.2,48.7,22.6,5.82,0.7,1.04,48.6,Black
Andhra Pradesh,Visakhapatnam,63.3,57.3,48.8,6.63,0.33,1.12,57.9,Laterite
Andhra Pradesh,Visakhapatnam,70.3,58.6,64.2,6.85,0.67,1.23,37.9,Loamy
Andhra Pradesh,Visakhapatnam,49.9,41.9,36.5,6.92,0.69,1.27,30.9,Clayey
Andhra Pradesh,Visakhapatnam,40.6,46.7,50.8,6.96,0.49,0.84,54.3,Black
Andhra Pradesh,Visakhapatnam,48.9,40.4,63.0,6.49,0.68,0.95,45.3,Alluvial
Andhra Pradesh,Visakhapatnam,44.2,20.6,65.8,7.11,0.46,1.44,36.4,Loamy
Andhra Pradesh,Visakhapatnam,78.3,51.2,41.1,5.62,0.63,1.26,76.3,Laterite
Andhra Pradesh,Visakhapatnam,81.9,27.9,49.7,6.72,0.31,1.46,59.9,Sandy
Andhra Pradesh,Visakhapatnam,51.9,37.5,36.1,6.57,1.06,1.0,57.7,Sandy
